App,Developer,Type,Rates,Downloads+,Last_reviews
La Jarra de la Felicidad - diario de recuerdos,Damapio,Estilo de vida,4.7,5000,"Me encanta esta app. La temática, sus colores, sus funciones, realmente me encanta ♡ Ya casi inicia un nuevo año y ya muero por ver cuáles serán los recuerdos que me hará recordar ♡ Realmente muy buena, me encanta ♡"
Imagenes feliz dia del Padre,Revilapps Imagenes graciosas Poemas amor enamorar,Entretenimiento,4.4,50000,Felicidades en este dia especial
Radio Felicidad,loganbishop,Música y audio,4.6,5000,Muy buena música.
Feliz Cumpleaños,AppDevGenesis,Entretenimiento,4.3,100000,Orrible no puedes escribir ni poner una foto y muy mala ademas no se puede guardar en la galeria y nada gracias feliz cumpleaños por sacar esta estupides ) : 😐😐😐 😭😭😝😝
Radio Felicidad Uyuni,Jhans Canaviri,Música y audio,4.8,100,Buena informacion y buena música
Cómo Ser tu Mejor Versión,Israel Leal,Estilo de vida,4.2,10000,Buena app y recomendada
"Reto 30 dias - Vida Zen, Felicidad y Sonrie",CHALLENGE FOR ALL,Salud y bienestar,4.2,10000,Esto es ingre ible para la cuaretana
Mensajes de felicidad imagenes,Entertainment LTD Apps,Entretenimiento,4.6,1000,muy bonitas y reconfortantes fraces
Feliz Cumpleaños: Fiesta&Velas,BabyBus,Educación,4.1,10000000,Señor o señora este juego no funciona
Smylife - Felicidad diaria,Smylife SAS,Salud y bienestar,4.3,10000,Me ayuda mucho
Feliz Cumpleaños Hijo,Creative Image Apps,Entretenimiento,4.7,50000,"Son apropiados los cartelitos de felicitación, me gustan."
Feliz Cumpleaños con Musica,New Generation Apps Android,Entretenimiento,4.4,100000,Mensajes Excelente. Los utilizo para cuando se me presentan los cumpleaños de mi familia y amigos. La recomiendo totalmente.
Lojong: Meditación y Mindfulness -Ansiedad +Sueño,Unisollus,Salud y bienestar,4.9,1000000,"Lojong es todo lo que necesito para sobrellevar mejor los tiempos que corren. El contenido gratuito es generoso y no me arrepiento de pagar una mensualidad por el resto del contenido: vale cada centavo. Los ejercicios y guías propuestas me ayudan a bajar la ansiedad, identificar emociones y tomar di...Opinión completa"
Saludos De Buenos Días Gratis,kamvapps97,Entretenimiento,4.8,100000,Me ENCANTA porque contiene mucha variedad
Imagenes con Frases de Felicidad,Creative Image Apps,Entretenimiento,4.6,5000,Exelente y muy útil.
Feliz Cumpleaños,AppDevGenesis,Entretenimiento,4.3,100000,Está aplicación era una pasada me era super útil ahora la tengo que desinstalar porque un error no me deja acceder a ella.
AtentaMente - Meditación y Felicidad,AtentaMente,Salud y bienestar,4.3,10000,"Hermosas meditaciones pero la app es PÉSIMA no me carga como 3 secciones, trabajar con emociones, bondad y para tiempos difíciles. Me gustaría comunicarme con alguien porque no puedo acceder a estas meditaciones solo se queda cargando."
Smylife - Felicidad diaria,Smylife SAS,Salud y bienestar,4.3,10000,"Oye esta app es justo lo que buscaba, ahora les pido una mejora, mucho más vida y colores más bonitos actualicenla por favor, si debo de pagar esta bien"
Consejos para ser feliz,Frenys,Estilo de vida,4.3,10000,"Los consejos son simples, pero bastante útiles y motivadores."
La Jarra de la Felicidad - diario de recuerdos,Damapio,Estilo de vida,4.7,5000,Me ayuda a ser agradecida y recordar pequeños momentos. Alegria o felicidad. Intuitiva en las cosultas. Una vez sabes como definir entradas me gusta.
Radio Felicidad,Armadisoft,Música y audio,4.6,5000,Muy buena la app se puede escuchar sin audifonos y se escucha bien gracias
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,"Es muy muy buena pero hay muchas cosas importantes que me gustaria poder leer, pero como mis papás no saben que necesito esta aplicacion, no me dejarían pagar las extensiones. Además de que me pregunta cosas de la mañana cuando es de tarde, cosas de la tarde cuando es de noche y cosas de la noche cu...Opinión completa"
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,"Excelente app para retos mentales! Totalmente recomendada para todos. Sé que no debo decirlo (o tal vez si), pero me encantó que es la única app para esto, gratis... No hay cargos adicionales!! Eso es de agradecer porque está elaborada a la perfección, tanto en gráficas, como diseño, funcionalidad, ...Opinión completa"
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,"Es perfectaaaa! Aunque lo único malo que le encuentro ,es que no se puede cambiar el idioma ,pero a partir de eso ,es perfecta ,la recomiendo jsjs"
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Finalmente una aplicación completamente diferente, es hermosa, diseñada cuidadosamente. Es personalizable, y con musica bien seleccionada para diferentes necesidades, ya sea meditar, dormir, desestresarse, trabajar, etc. Gracias por esta app :') ❤️"
TCC Diario de Pensamiento,MoodTools,Salud y bienestar,4.6,100000,"Excelente aplicación, sencilla pero muy útil para analizar nuestros pensamientos."
PsicoTests,Psique Apps,Medicina,4.6,1000000,"La app está muy buena, pero muy mecánica en el sentido de los diagnósticos y consejos, debería ser más específicos y variados según el tipo de trastorno. En general recomiendo la app porque te permite identificar conscientemente los aspectos, conocer o afianzar algún tipo de trastorno en tu personal...Opinión completa"
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.6,50000,"Excelente app, muy lindo su diseño y la información es muy útil. Sugiero que agreguen más idiomas disponibles y que exista la posibilidad de registrarse con Facebook o Google"
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,Una guía muy buena
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,"Me gustó bastante, más que nada porque los tengo en un solo sitio"
"Sanvello para el estrés, la ansiedad, la depresión",Sanvello Health Inc.,Medicina,4.6,1000000,"La app sin dudas es una idea genial. De verdad, es la mejor en la tematica. Pero viendo que la gran mayoria de los usuarios no hablan o entienden el idioma ingles, creo que hace mucho tiempo podrian haber encontrado la forma de ponerle subtitulos a los videos o que alguien le ponga voz a las meditac...Opinión completa"
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Excelente explicación , en la información , presisa muy adecuada , transparente en la información necesaria ."
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,me parece una aplicacion muy interesante llena de conocimientos que permiten que puedan cerles utiles a miles de personas para prevenir muchas enfermedades mentales y estresantes y emocionales. fco javier morales moreno...
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,Maliiiiiisima. No puedo ver ningún trastorno. Se debe reparar
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,Hola es súper entretenido y divertido me encanta aunque en algunos no puedo solo le pongo salir y lo intento de nuevo es el mejor juego del mundo que e instalado me ultra mega super duper encanta el juego pensé que por ser (no es que eso no me agrado al contrario tuve mucho tiempo para hacer otras c...Opinión completa
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"Para mí ha sido todo un describirmoento. Al principio era un poco reacia a buscar ayuda a través de una app, pero la atención de Laura (personal de soporte) y su valoración de mis preocupaciones y ansiedades, la llevaron a asignarme a una terapeuta maravillosa con la que desde el minuto 1 he tenido ...Opinión completa"
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,"Excelente trabajo, muy completo y se Puede compartir con redes sociales. Gracias."
Pura Mente: Meditar es simple,Pura Mente,Salud y bienestar,4.8,50000,Es el primer día que uso la app. Me encantaron el sonido de fondo y la voz suave que te va guiando. Muy sencillo de seguir y muy relajante.
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,"Muy util, información al día con la salud"
Ejercicios para el cerebro,ABC Programming,Entretenimiento,4.4,100000,"FANTASTICA, felicitacionea a los creadores, no se si podran ponerle objetivos por ejm yo deseo tomar atencion a dos visas al mismo tiempo y desarrollar memoria fotografica"
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,Es una buena aplicación y la verdad tiene mucha razón en cuanto muchas cosas 😳😳
El Psicólogo,Frenys,Estilo de vida,4.3,500000,"Frases muy certeras en el desempeño como terapeuta, me gustaron varias, pero más la que hace referencia a la empatía, mucha gente no sabe ser empática."
Salud Mental by com.mexiz.app,com.mexiz.app,Salud y bienestar,4.6,1000,"Eh buscado en muchas paginas pero  esta es  buena aunque no para mi, como todas la paginas no me ayudan, soy una de esas personas que con solo que te escriban ""Tu puedes hacerlo, no te rindas, tente fe"" todo eso me resvala no se lo que me pasa no puedo tomarmelo en serio y yo quiero. Estoy mucho tie...Opinión completa"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.4,100000,"La aplicación está muy bien y van mejorando cositas. Las dos psicólogas que me han tratado se ven profesionales y muy dedicadas en su trabajo. Les agradezco sus intentos de ayudarme. También debo decir que supongo que cada caso es un mundo, pero para progresar de verdad también se necesitan meses o ...Opinión completa"
Moodpath - Depression & Anxiety Test,MindDoc Health,Medicina,4.6,1000000,Es una buena app para revisar el propio estado de animo y entenderse a sí mismo. Algunas preguntas son repetitivas u ofensivas y no parece que tengan en cuenta cuando uno las reporta como tales. EDIT. Funcona cada vez peor. Pierde entradas y me saltea preguntas aún estando en horario.
desordenes mentales,Helpful Books,Libros y obras de consulta,4.3,100000,No le pongo 5 porque debería de haber opciones para quitar esos molestos anuncios porque está bien una versión gratuita con anuncios y otra con pago módico sin anuncios porque es muy invasivo eso y desconcentra demasiado.
Diario - Monitor de ánimo,Habitics,Estilo de vida,4.6,10000000,"Esta muy bien! Lo que me preocupa un poco,es si de repente me da ganas de ponet cosas personales.... Pero me siento segura por que tengo una clabe para que nadie me pueda ver nada. Pero no os aconsejaria poner algo un poco personal,solo cosas que te an pasado a lo largo del dia o cosas que quieras c...Opinión completa"
Desordenes mentales,Andrey Borzenko,Educación,4.5,100000,es muy bueno saber que existe esta App para aprender y apoyar a nuestra niña
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,Me encanta! Pero me gustaría que estuviera en español para poder recomendarla a mis familiares y amigos que no manejan el inglés. Sé que a ellos también les gustaría mucho está app!
"Sparkle: Self-Care Checklist, Tracker & Journal",SmartWOD fitness apps,Salud y bienestar,4.6,10000,Está buena si pero está todo en inglés y complica aveses 😭😭
PsicoTests,Psique Apps,Medicina,4.6,1000000,"La aplicación está ok, pero desde que le metieron publicidad se ha convertido en una basura, no para de avisar indebidamente solo con la intención de meter más publicidad, cada vez que haces un test tienes que tragarte varios anuncios forzosos, es ABUSIVO!! No me van a dar más opcion que borrar la a...Opinión completa"
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,Me encantó. La estética es preciosa y definitivamente ayuda a entrar en calma. Con un mood tracker o uno de hábitos seria lo más perfecto. Se agradece que lo hayan puesto a la disposición de todo el mundo temporalmente. Definitivamente pagaré suscripción próximamente. Muy recomendado.
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Yo padezco ansiedad, tengo terapias y tomo medicamento. Esta aplicación la encontré sin buscarla y me encantó. A demás de que es muy bonita, es muy práctica para realizar los ejercicios que la psicóloga me recomienda. Le doy 5 sin pensarlo (y me encantan los conejos)."
Anxiety Tracker - Stress and Anxiety Log,Appstronaut Studios,Salud y bienestar,4.3,10000,Util y sencilla.
"Sanvello para el estrés, la ansiedad, la depresión",Sanvello Health Inc.,Medicina,4.6,1000000,"Es una aplicación que pienso que me puede ayudar con mi problema de depresión. Casi siempre estoy mal pero creo que esta aplicación me puede ayudar a ver las cosas de otra manera. Gracias. Después de utilizarla, me sorprendió muchísimo me ayudo de cierta forma ya que por la cuarentena no tengo citas...Opinión completa"
Diario de animo y preguntas (anti depresión),Reflexio Team,Estilo de vida,4.3,500000,"Una auto reflexión: la app nos lleva a autoreflexionar sobre ciertos pensamientos o ideas a través de preguntas diarias. Tenemos acceso a un diario personal (con límite de letras), nube de palabras y preguntas diarias. 🆒Tiene español y no hay rastro de publicidad. ✅Incluiría: frases inspiradoras o ...Opinión completa"
Salud Mental by Charnan.7,Charnan.7,Salud y bienestar,4.6,50000,"Es una app realmente buena, pero aún le queda un largo camino por recorrer. Felicidades a los creadores y mis mejores deseos."
eQuoo: Emotional Fitness Game,PsycApps Ltd. (UK),Salud y bienestar,4.6,50000,Esta en ingles pero es bastante util y entretenida
Test de Depresión,MoodTools,Medicina,3.8,100000,Gracias a esta app me di cuenta que tengo depresion severa pero es de aburrimiento cronico.
PD Test - Prueba de Trastornos de la Personalidad,People ‘n Droid,Salud y bienestar,4.1,50000,Me encanta está app.y pienso ke sus resultados son muy ciertos.
"InnerHour autoayuda y terapia: ansiedad, depresión",InnerHour,Salud y bienestar,4.4,500000,He usado esta app por más de 2 años y realmente es una ayuda para quienes no podemos asistir regurlamente a un psicólogo o simplemente necesitamos meditar un momento. La recomiendo y seguiré usando.
El Psicólogo,Frenys,Estilo de vida,4.3,500000,Los anuncios son los unico que no me dejan pero después lo demas está todo bien
