App,Developer,Type,Rates,Downloads+,Last_reviews
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,"Genial!!! Las melodías son hermosas. El sonido, único."
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"App muy práctica! losProfesionales que trabajan en esta aplicación, són buenos en su trabajo.Lo que encontras aqui: te ayudaran a llegar del Punto A al Punto B, hay un seguimiento de tus emociones y herramientas muy eficaces que podrás usar en caso de que tu Terapeuta no este disponible(son humanos también),para tener máximos resultados es importante hablar con trasparencia y Confiar en la gente que te esta ayudando.Además he sentido durante todo el camino que eraun Ambiente Seguro y Hermético."
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,"Basura,hace que te sientas peor,busquen información por otro lado."
"Control y Monitor: Ansiedad, Ánimo y Autoestima",TwoCats App,Estilo de vida,4.6,1000000,"La idea es muy buena y sin duda ayuda mucho emocionalmente, pero me gustaría que disponga de mayor variedad de actividades, test, consejos diarios, frases positivas o recuerdos de registros de felicidad y que traiga menos anuncios"
Cíngulo: Terapia Guiada,Cíngulo,Salud y bienestar,4.9,1000000,"Hola ,creo que la app es muuuy buena ,con su evaluación me gusto mucho espero que pronto esté su versión en Español muchas gracias"
Salud Savia,SALUD SAVIA,Salud y bienestar,4.0,100000,Desde que la uso. Por alguna patología. Los profesionales que te atienden son personas que te escuchan y ponen todos sus conocimientos para que mejores y te sientas bien. Además la app es excelente. No puede ser mejor.
"Mejor con Salud - Belleza, dieta y bienestar",Grupo MContigo,Salud y bienestar,4.5,100000,Muy buenos artículos y recomendaciones
Eleva tu Autoestima y Superación Personal,Recetas Comida Dietas y más Apps gratis ComRecApps,Salud y bienestar,4.6,10000,"Le falta maas 😁pero,Muy buena esta app!!"
Ejercicios para mejorar la salud mental,summerapps2019,Estilo de vida,1.0,100,Estupido
"Control y Monitor: Ansiedad, Ánimo y Autoestima",TwoCats App,Estilo de vida,4.6,1000000,"Me encanta sus actividades y test que me ayudan a saber que es lo que pasa conmigo, muy buena app!"
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Excelente, me permite reflexionar sobre mi día a día y ver lo bueno. Me encantó la iniciativa de que la hicieran gratis debido a la pandemia, en dónde uno ve todo gris. Gracias."
Serenmind: tu app de ayuda psicológica,Serenmind,Salud y bienestar,4.3,5000,"Al no disponer de mucho tiempo, la app se acopla muy bien a mi porque puedo hacerlo cuando me viene bien. Además, los audios son sencillos y se entienden bien."
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,Me gusta pero podría mejorar la forma de utilizarse agregar más cosas a los días
60 Juegos Mentales: Entrenamiento Cerebral Gratis,Peoresnada.com,Preguntas y respuestas,4.0,5000000,La app está muy buena y es divertida. Además siempre responden las reseñas ( tanto negativas como positivas ) así que si tienen un problema los ayudarán y si dicen algo bueno se los van a agradecer 😎😎
MoodSpace - Ayuda para el estrés y la ansiedad,Boundless Labs,Medicina,4.8,100000,"Excelente aplicación, me ha ayudado a ser más constante con aspectos de mi salud mental. Y en diseño es preciosa. La he recomendado a varias personas y les ha encantado. Espero pronto puedan añadir más meditaciones, estaría genial."
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,"Me gusta mucho su contenido, clasificado por temáticas. Además incluye un buscador y la posiblidad de compartir los artículos. Pero el registro como usuario no tiene utilidad, no existe nuestro perfil propiamente dicho donde podamos personalizar preferencias, ni artículos favoritos, por ejemplo. Artículos buenos pero inútil tener el registro de usuario."
La Mente es Maravillosa - Psicología y relaciones,Grupo MContigo,Noticias y revistas,4.7,100000,"Tiene articulos interesantes aunque ya no te envian notificaciones como antes, :/ extraño eso."
Salud Savia,SALUD SAVIA,Salud y bienestar,4.0,100000,Muy buena aplicación aveces si tengo dudas de alguna molestia de salud o de mis hijos lo consulto en la aplicación ya que te responde médicos profesionales i si hay falta de ir a mí CAP también me lo dicen más de una vez me sacaron de dudas me encanta .
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,"muchas gracias por esta aplicación,en mu canal de youtube eh subido un video de esta app,así,mucha gente podrá recuperarse de este problema,GRACIAS."
"Música para la meditación, para estrés y ansiedad",Dream_Studio,Salud y bienestar,4.7,100000,"Me encantó hace rato estába buscando una app así, muy bueno los efectos de sonidos que se pueden cambiar. Exelente!"
Psicología Positiva Fácil,3Temes Publishers,Salud y bienestar,4.1,50000,"Es un tratado de psicologia, muy bueno y facil de leer. Un tratado muy valioso, lo recomiendo"
"Autoestima, el verdadero amor",Metta Apps,Estilo de vida,4.2,100000,Es una muy buena aplicación. Ya tiene tiempo que la use pero la vuelvo a descargar porque los audios me relajan demasiado y hasta me ayudan a dormir jaja ¡ Excelente!
Inteligencia emocional gratis,"Bible Studies, Embarazo y Dietas Free Libres",Salud y bienestar,4.4,10000,Encuentro en falta ejercicios y técnicas de inteligencia emocional
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"La uso más que nada para hacer el ejercicio de respiración. Me ayuda xq mientras me dice cuando inhalar, reter y exhalar, de fondo pone música tranquila. Las demás opciones casi ni las uso. Muchas veces nos olvidamos de lo importante que es darse un ratito para uno, y esto te lo hace recordar.. Está buena dentro de todo... :)"
"Isotonos - Relajación, Meditación, Salud",ronin2ninja,Salud y bienestar,4.5,100000,"Es sencilla y su catálogo es muy útil, me ayuda cada noche a conciliar el sueño. Después de pasar por un pereodo de abstinencia por el uso de medicamentos para la ansiedad está app ayuda a equilibrar las emociones de mi cuerpo y a dormir tranquilo, simplemente genial, estoy infinitamente agradecido con los creadores."
Psicología Positiva Fácil,3Temes Publishers,Salud y bienestar,4.1,50000,"Me encantó.  Le podrian agregar mas tests?  Muchas gracias su aplicacion me ayuda con mi vida,  estoy pasando por momentos duros en verdad y esto me ayuda y me saca muchas dudas,  tambien me ayuda a conocerme mejor a mi mismo.  Les agradezco de corazon.  De corazon GRACIAS!!!"
"Autoestima, el verdadero amor",Metta Apps,Estilo de vida,4.2,100000,Es muy bonita solo q no me aparesen todas las letras creeo q solo es un defecto de mi cel ...
PsicoTests,Psique Apps,Medicina,4.6,1000000,"Es interesante ,te ayuda en tus dudas ,aprendes cosas que no sabías y por eso le doy cinco estrellas realmente buena y recomendable .El único inconveniente es los anuncios tal vez algo seguidos ,aunque es gratis y hay que comprender eso ,por lo demás fenomenal de 10"
Medita con Petit BamBou: mindfulness y sueño,FeelVeryBien sarl,Salud y bienestar,4.7,1000000,"Muy buena. Sin embargo ha tenido fallos habían quitado las meditaciones de miedo, ansiedad y duelo que estaban gratis hasta las había descargado y se habían borrado. Tengo una serie seguidas de meditar de 63 pero se borró y se ahora solo muestra que solo he hecho 11. La verdad no sé que está ocurriendo a.mi me encanta esta app y si tuviera dinero me suscribia. Espero lo puedan arreglar :("
Ser feliz Reto 30 días by Metta Apps,Metta Apps,Estilo de vida,4.0,100000,"Es genial!, me super ayudó, solo que al fin y al cabo sigo sintiendo algo por ella...., pero aún así muy buena la app, la recomendaría"
"Psicólogos Online, Diario emocional y Mindfulness",ifeel,Salud y bienestar,4.3,100000,"Absolutamente recomendable y maravilloso servicio. Sólo las personas que sufrimos de algún tipo de trastorno mental, sabemos lo que es sentirse sólo e incomprendido. Esta aplicación arroja un poco de luz donde todo parecía oscuro. Es un chaleco salvavidas. Gracias, gracias y MIL VECES GRACIAS."
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Me gusta, la uso a diario para meditar o para dormirme. Me encantaría que la música tuviera reproducción continua con varios autores del mismo tema (a veces ya estoy totalmente concentrada y se acaba el tiempo de reproducción). Me parece que falta más variedad en temas de meditación como la sanación física y espiritual, pase por enfermedad complicada con mucho dolor y me hubiese encantado una serie de 7 días o por tiempos a elegir, para ayudarme a manejarlo."
"Isotonos - Relajación, Meditación, Salud",ronin2ninja,Salud y bienestar,4.5,100000,"Hola. Me gusta la app. Se que la intención es positiva pero muchos tonos se detienen y dejan de escucharse. La opción de ""almacenar"" no funciona. No se direcciona a ninguna carpeta de sonidos ni en la memoria principal ni en la sd. Sin embargo gracias. Estaré pendiente de su actualización para recomendarla ampliamente."
Calm: Meditación y Sueño,"Calm.com, Inc.",Salud y bienestar,4.4,10000000,"Me gusta mucho la app, últimamente estoy durmiendo escuchando lo poco disponible, me parece una lastima que se tenga que pagar por prácticamente todo, el 95% de lo ""disponible"". Sólo por eso,le doy 3 estrellas porque te obliga a pagar básicamente. Y acá en Argentina está como difícil pagar en dólares. Está app tiene unas melodías hermosas, super relajantes, las Escenas me encantan...pero voy a tener que irme a YouTube a escuchar gratis.."
Fabulous: ¡Motívame!,TheFabulous,Salud y bienestar,4.5,5000000,"Es una excelente aplicación, te lleva por pequeños pasos pero seguros, hasta que se convierten en hábitos y forman parte de tu vida, a mí me ha funcionado muy bien. Solo que igual que muchas de las reseñas que hay, la copia de seguridad. A mí me ha pasado que tuve un problema con mi celular y se tenía que resetear, no pude salvar mi avance porque no había pagado para eso, así que me desmotivó el hecho de tener que empezar desde cero. Pero en general es una buena aplicación."
Serenmind: tu app de ayuda psicológica,Serenmind,Salud y bienestar,4.3,5000,"Me gustaba mucho esta aplicación, porque me estaba ayudando a entenderme, pero llevaba una temporada sin entrar y hoy cada vez que quería escuchar un audio, al minuto se salía de la app, así que no sé qué pasa y eso que la tengo actualizada"
Salud Savia,SALUD SAVIA,Salud y bienestar,4.0,100000,"Hoy llame al recomendarme esta aplicación y me he quedado muy satisfecha con la atención super rápido y una buena valoración, y sin ningún tipo de coste, muchas gracias Savia por esta gran aplicación que en estas situación que estamos viviendo es perfecto .Gracias"
PNL práctico,Metta Apps,Estilo de vida,4.4,100000,Me gusta muy concisa pero completa
Meditación Guiada Gratis,AbacaxiApps,Salud y bienestar,4.3,50000,Estan muy interesantes las meditaciones guiadas y lo unico malo que percibí es que el sonido esta mas alto que la voz del locutor esto hace que sea dificil concentrarse en lo que dice. Gracias de todas maneras
"Control y Monitor: Ansiedad, Ánimo y Autoestima",TwoCats App,Estilo de vida,4.6,1000000,"Esta es de las mejores cosas que me pasó, es una aplicación muy fácil de usar, de fácil acceso, con funciones increíbles, en lo personal me gusta mucho y me es muy útil, esta muy elaborado... Me encanta!"
Pixels - Estados de Ánimo y Mindfulness,Teo Vogel,Estilo de vida,4.7,500000,"me gusta mucho la app, pero estaría bueno que se pueda poner fotos en cada dia, y también que se pueda poner alguna cuenta así no perdes los datos si se cambia de dispositivo."
Psicología Positiva Fácil,3Temes Publishers,Salud y bienestar,4.1,50000,"letras muy pequeñas, que se hace imposible leer...y al entrar a los Test se me tilda el celular"
PSY online terapia psicologia. Сhat apoyo anónimo.,INVOLTA INC,Salud y bienestar,4.4,500000,No me permite abrir la app y me gustaría seguir utilizandola ya que conocí gente que me ayudó mucho solo dice que conectar con el servidor y me manda directo a enviar un correo ala página solicitando una solución :(
